YearBuilt,LotArea,Weight_pred
1959,47007,324094.1421468875
1955,6012,60843.624680045235
1955,6845,53043.927209181056
1955,6931,75085.547254007
1938,12180,110629.47745655147
1947,8050,96380.21498413093
1953,9520,82098.44131445559
1954,7692,120550.41791285005
1923,5142,97766.46278155778
1921,7290,159254.8984596767
1930,7804,176810.7932143249
1926,8969,147561.89786061
1914,15564,151687.54821407338
1925,7609,195575.76198223233
1923,9650,155886.7034351535
1937,11700,169127.35102865592
1938,9260,130111.75595334513
1951,7801,155604.35825063428
1935,9670,216222.58982249134
1950,12392,239288.0037577183
1956,26073,214557.71857186878
1980,1879,116868.1211447207
1926,7000,121904.65678835582
1940,6000,125818.49765055213
1930,8155,104024.926268171
1967,6000,161012.55421880548
1930,7392,99996.4040638136
1958,9000,149690.0496524141
1952,14584,63561.48285378805
1895,5280,89234.76567127813
1910,5150,70455.82601574936
1920,9000,43997.957511845976
2007,3843,324401.4924905825
2004,3811,307101.05524464464
1996,23730,284179.23691432166
1996,11050,218564.48825308937
1976,10260,129078.44718698548
1991,9990,180516.3799087451
1986,4084,202152.57398967506
2006,11563,296429.7103981832
2007,12852,236667.22476119042
2006,9802,153877.78622892554
2008,12018,209062.20892466663
1989,12890,175948.5944638097
1986,18265,180827.04527649237
2003,11202,258629.6836955318
1999,7915,243538.54501190863
2007,11449,250471.57988300145
2005,11447,304843.32952744607
1997,8940,210648.18736863032
2007,9278,122000.23002714841
1997,4500,172362.74093689595
1964,14137,143666.24878981363
1975,4224,127407.40692141994
1976,2665,131783.94990720385
1973,1974,107278.13101213083
1973,1596,116681.18286330916
1968,17979,142570.9091414078
1970,1477,118416.07513997142
1983,6490,123133.84929097063
1982,6600,116478.21550918413
1984,12395,125864.55839984625
1900,56600,110687.30256458596
1971,10667,176380.30717149004
1997,8872,164757.135811929
1994,10147,172491.00194875215
1999,8637,193469.95439648096
1996,7875,178758.37842474075
1999,7500,209645.5389782049
1992,9556,155839.88788094185
1993,7655,171627.45773999402
1964,18160,144775.5952002063
1988,4740,221789.54706344573
1990,5118,232768.77261612983
2005,12328,360412.06708473735
2006,51974,404167.3730305519
1969,41600,179272.77273121418
2006,8035,306608.49987875065
2006,14082,366649.49961468705
2006,13870,410047.1795914615
1984,10960,160115.35991379217
1981,12090,190018.8470928169
1978,12299,203881.38520591217
1979,11339,209980.32463055901
1984,11850,154735.77067258247
1979,10400,174627.87145080522
1971,13001,154270.92321853206
1976,8991,193422.95707044046
1974,8000,188776.27308558105
1970,9457,153719.83881105005
1970,7920,120811.50146856277
1961,17199,107479.47217216785
2001,4113,162466.6996394756
1997,10943,168194.79674228228
1973,2205,114864.24486644006
1973,2058,132267.16394151546
1978,2304,131544.63401050522
1966,7150,117803.61193941327
2006,12469,380684.7663677265
2006,11825,292234.1595233221
2007,14333,321041.303963572
2007,13641,417151.39510522934
2006,13440,343533.8611133546
2005,15431,412836.6842952936
2007,13891,429213.8770619362
2005,13654,384388.7026807022
2007,17169,424649.21289869235
2007,16659,261718.31320454724
2007,9709,363870.38425839395
2006,13615,370976.5216697841
2004,13069,351768.2839259821
2003,14277,325584.0194497238
2007,12568,326314.738189172
2005,9926,255911.93290226493
2005,9254,250852.05157704643
2006,10732,245337.91575746072
2005,3901,199537.7181666554
2005,3903,200561.00817638327
2005,6289,212493.48748649433
2006,4590,221269.42649960384
2005,7841,306826.9067410326
2006,6240,204895.78550817588
2003,3242,216601.98520158575
2007,15810,181233.7816110932
2005,10237,178432.339054744
2006,13204,176174.5463044339
2006,8857,178710.9118501859
2006,9729,204126.31814672315
2005,12216,191944.73965241387
2007,8229,178852.5334621012
2007,7713,182293.3414413
2007,7697,178251.40855778533
2003,3621,249915.54760075832
2007,3710,189699.58005988598
2004,16219,204298.12088896474
2004,11084,198200.54935859513
2006,10936,207458.6167273312
2003,11950,190521.0654986387
2003,7875,204448.63516759055
2002,8740,222945.96884434426
2000,9487,187266.76965902076
1999,9649,182557.75847868033
1997,12191,328672.71609475696
1998,10557,394818.90379398747
1998,11002,315571.0018357552
1998,10790,274134.8367988751
1992,11762,306957.1082886614
1996,9044,307811.4869903772
2007,9910,202419.53506674885
2007,11830,246092.68299620005
2006,10612,229418.2883159424
2007,12291,374573.3971177222
2007,9965,214133.89315098454
2005,8847,237263.75287974736
2005,8251,227263.45945577387
2006,9605,233521.28783481152
2006,8778,231575.26279404893
2007,8640,208206.4919466758
2006,9000,197967.77740215388
2007,8640,236643.99281256009
2007,10411,181293.30617810073
2007,12217,313646.3489408025
2007,10440,266171.78754370275
2006,11824,243991.8534848512
2004,10625,252282.32466749387
2006,7500,140085.2108803195
2006,7500,157065.47663409173
2003,12450,163258.19157223083
2006,7441,195563.23221918652
1993,11613,194167.45274407018
1980,8012,123093.76173589307
1977,6285,116910.4615563211
1968,7476,144659.081968475
1990,19522,251642.32380705152
1974,10751,157483.18579026006
1973,12712,185154.6726233846
2004,4379,214489.53046076483
2006,3523,183165.28096530144
2006,3784,205171.6504062023
2006,3606,217615.27980140597
2006,5330,201139.29734994797
1999,2280,160130.45989712424
2000,2117,154887.5947900383
1999,7321,199251.80959787234
2003,8010,294305.9565251556
1998,8413,307512.434350319
1994,9466,249119.63680547787
1980,12000,286806.4743358465
1981,17778,326834.1160613623
1968,11700,151200.7849502841
1970,8000,225865.61376935057
1969,8723,154527.63008465315
1968,11700,170574.5513306006
1972,11358,216328.50007330714
1993,9547,194898.16260968952
1993,10530,233243.65788117555
1966,10738,167830.23657341156
1963,10800,130245.95571025828
1967,8050,131921.58675824694
1964,10899,105024.09523477519
1956,7450,120612.96570558715
1961,14357,146144.07029901206
1961,8243,127283.71440056212
1960,8680,117316.42240279706
1966,8800,164346.58642773
1965,9200,139852.53811215842
1964,8800,206627.97196947536
1964,11382,141152.29193781508
1959,22002,209367.03492187068
1940,12172,121605.8781157758
1946,5000,58120.11116110334
1945,3500,59409.75908961294
1958,5175,123083.49476802324
1955,9600,139613.76534028942
1968,8668,135267.89910740597
1966,10050,139193.72913614786
1961,9600,166564.56012181728
1957,8760,134899.20687773055
1956,6860,122302.24135890102
1963,8250,153219.0940793858
1960,9100,110559.11735271035
1957,9736,185551.06298333633
1957,9770,109817.69039227584
1955,12198,157012.04435246627
1955,10050,127917.19299164065
1953,11556,162014.20641656654
1958,8078,130955.72307267149
1952,10950,129440.27494729828
1953,7942,130603.12179974196
1956,8540,128961.58936209511
1955,7150,125284.81103166645
1955,8400,118036.9112497181
1953,9532,133821.22284893176
1952,15783,108873.80752335685
1890,14190,113934.00751875443
1953,12099,153065.25438147024
1935,21281,213879.60320047435
1925,10284,125960.96773068052
1895,10800,125246.05409885441
1963,10090,184503.1745903946
1961,8700,102694.6101422076
1968,8300,134526.50486362167
1950,7200,105389.31748242301
1959,7500,151548.39952019832
1958,7315,153618.9362467754
1960,7903,149422.21833532397
1960,8000,161925.57122984924
1961,7000,123657.66609807032
1962,6600,104580.114679792
1962,6760,114157.55213005996
1926,6978,105105.86194716662
1927,6000,127636.0654117294
1922,4480,103367.67912059865
1920,3153,95506.27694007894
1940,7200,140282.16573615812
1900,9000,109453.34234459553
1900,5925,81631.41665935947
1900,9639,134016.50109140514
1910,10337,200720.9431444251
1927,9863,148410.86126745728
1910,4571,114000.81482990632
1910,8398,151781.84615043356
1930,3600,122034.31875949424
1879,13500,197261.5561738214
1956,8626,98564.10555781712
1949,11800,106853.68364736461
1925,6854,117451.07484065542
1950,8674,150587.37952896042
1939,6125,126944.72272744733
1939,6000,139514.3698170989
1939,6120,114022.18850510975
1938,6240,157206.0743340995
1939,6240,141981.15054611032
1930,6240,132059.3035515155
1926,6120,136349.57446129853
1918,7755,180216.14153860655
1920,8850,135978.80268853944
1926,8550,124618.3192346312
1929,5700,150161.31178723965
1901,5680,80367.74778174901
1901,5680,76611.12730711716
1963,13200,206977.87953213655
1950,9780,220415.68619657756
1915,10320,166549.10750131885
1958,4330,116149.94896802903
1910,10320,80688.52417480218
1937,12888,216607.4248201275
1942,4484,102424.40390977316
1963,11235,114262.58583463742
1964,11235,141718.72756652723
1964,14299,106867.66821493371
1964,14149,156513.8359553404
1966,11677,129384.73564390004
1971,8425,124920.99632890993
1968,8665,104421.09567316198
1967,8398,127614.37820143903
1966,8169,132846.94837619827
1956,14175,150679.30481959475
1920,16779,201156.94948508134
1940,6960,162762.56101494664
1954,11375,157534.39740170515
1958,13770,143305.89590345754
1945,9000,104877.8659753978
1984,11075,187405.12688246957
1948,17541,159266.16583439722
1953,22692,144195.73110051372
1946,17808,89145.86913364517
1954,12671,232739.34735476703
1954,10512,155538.18670872628
1958,5400,108086.92998245568
1958,11515,75841.01530769879
1984,3869,104812.7825150225
1951,9280,144163.13414644432
1951,11100,146251.30955858048
1920,7550,94796.34003635394
1984,23920,168959.17741632785
1994,9317,224948.68431337771
2007,9178,245456.49446473655
2006,10481,270457.63882902503
2007,10235,245594.73623338062
2005,11750,217065.14574223413
2006,8760,209990.3550796932
2005,7242,183596.96315025666
2005,9316,229012.71127804456
1988,8883,220160.4148565877
1976,20064,274739.9179687081
1994,14217,140619.79781690595
1997,10021,173521.6981021606
1994,8428,146977.5240783915
1996,16561,150634.96400404777
1999,10820,237286.2341689524
1998,12352,209694.60259381804
2001,9543,195370.05937194425
2000,8826,217732.7426369629
1974,11800,115354.94178240499
1976,8660,129968.60536513709
1977,9720,130415.87661173315
1977,8982,139056.22715105984
1977,16300,118948.18553442703
1975,9675,125015.4788810332
1972,7200,152081.89717491638
1972,7200,126872.52588334797
2000,11354,260258.71005730366
2003,8749,222652.6512442908
2002,8158,202013.81862795295
1994,11927,248890.61365695015
2001,12728,271889.47943572927
1996,15295,227047.46008975024
1999,17227,237494.45260170364
2007,8145,185103.4424549649
2005,8769,197669.28429843683
2006,8334,178541.8866719661
2006,8333,188675.77754435176
2005,9045,170268.08100149428
1967,9825,135563.6295439089
1963,8308,104710.04383296339
1925,16287,136316.9892087571
1960,8240,125565.70622142448
1976,6285,148475.20763927756
1979,9555,162215.01285662086
2005,7023,152913.61419963886
2008,39290,610058.9229886763
2005,3675,155905.57880945536
1959,6400,132889.93833789814
1955,6882,50617.476676880615
1946,8741,81925.13932990926
1920,10042,95438.31567485342
1955,8172,80888.77913125652
1955,8172,109094.3577394422
1923,10890,187072.38110944675
1926,7223,138152.08021880066
1921,6821,150214.67375423413
1930,4000,150602.26646293627
1921,6720,151449.11081114947
1926,7155,148500.66754572192
1927,7230,203330.21119983378
1951,13108,157428.47871465673
1930,7810,151918.61765256856
1941,6221,129150.56730636951
1960,25485,193854.05715894772
1968,21579,201499.08357577334
1980,1782,122057.41742202188
1995,17871,185464.8948131835
1988,3907,170299.4671318057
1971,20693,211238.7662267532
1986,18044,284313.780997425
1940,7000,138201.57617872124
1925,7288,125961.2295261121
1923,9060,151640.74505515024
1922,3672,80627.35455331719
1939,11067,30243.542498110182
1895,8250,108535.98316773486
1957,6565,135334.67605082583
1930,6060,132856.39894384402
2006,5568,281536.18067063665
1979,12150,157722.3365445258
2002,10000,181543.7795261345
2002,12864,211638.02141355962
1991,9928,191783.12070899506
1975,8750,140614.86298479175
1974,8410,149122.0467102371
1987,4054,205115.02777034906
1958,19958,258017.9276095637
2006,8368,212332.02723162796
2006,8298,254379.32269835816
1985,10331,177741.0427690657
2001,6718,221644.87274517707
2002,11305,286282.9966748155
1996,7777,203995.91138046008
2003,11800,280054.27011649555
2006,12633,354826.8215449081
1953,43500,175607.92220098546
1996,6710,155378.3671783712
1972,1504,73111.71807717353
1970,1533,94190.4615733159
1970,1495,78970.7368502889
1976,1890,74500.21209443071
1977,9129,131144.8310448515
1977,15957,227304.87676304078
1977,33983,195658.1062001304
1977,8286,167468.94667134335
1971,6723,101855.52843494751
1961,27697,135433.0994255319
1976,11000,153487.0333097737
1983,11625,127329.21837427218
1984,10447,114315.33138941019
1954,11027,157860.24064573017
1956,10533,160601.12236424733
1957,11765,191822.66391506902
1957,39384,239353.63494086915
1969,11727,208842.9921552171
1997,8238,183462.07473845224
1995,13041,170425.80632629432
1996,9783,180853.1629556313
2005,13128,230863.29652313408
2005,13751,267735.41881893104
1994,13108,274951.88592563977
1993,8076,162732.4989745973
1987,3701,169978.962027111
2005,16023,419066.5710616199
2006,18062,460169.088181813
2006,12292,357234.0772400065
2006,16052,419938.85173434956
2005,15922,385268.8982469025
2005,8147,305788.71717635903
2005,18261,405369.1774244008
1980,10464,151370.92151530387
1978,10530,180244.48406324902
1976,9927,220425.33776638942
2005,9512,257289.12522809493
1975,10530,178728.76651668677
1974,10000,148266.99927121098
1971,7200,93895.65186458449
2002,8773,172194.18115669585
1973,2760,117538.1729675298
1973,2160,117670.97392706579
1972,1890,112002.2330411054
1972,1680,95336.09280527408
1972,1680,111733.21872966024
1975,4043,140236.4944226559
1967,7514,161596.57402543098
1976,2280,132295.1427953321
1976,2179,133198.56690064212
2006,16387,374350.470729255
2004,16163,252947.74097876722
2006,12228,275993.18272676866
2005,14780,401189.47542327375
2005,13975,327850.5385097127
2005,9942,347338.7953612566
2005,12867,325147.75743532914
2006,10672,334400.4289556436
2005,11643,347450.54886441445
2005,13758,350236.30882090545
2004,14828,381314.17234398157
2004,13215,271565.2910304058
2005,5911,300550.6572515424
2006,7740,324588.9488570838
2006,6373,294111.56067175645
2005,10237,177907.41612028432
2006,10237,188052.1860655128
2006,11660,184490.64865143062
2004,11631,265604.4595635592
2006,9073,189575.31207574776
2006,3087,189069.1730619262
2002,2938,197672.595652333
2004,3072,203086.01527231105
2005,3010,180934.5286734652
2004,9171,201524.935771061
2000,8658,195767.20075945355
2006,12104,246431.87669433118
1998,9660,274702.834136855
2000,9545,291148.81887727516
2000,9233,406133.04228282726
1995,10019,320466.94680665317
1993,17242,478529.38811972644
1994,10236,330993.0599217313
1993,12585,321550.4303597792
2005,12447,244221.3614043298
2006,15218,283214.94160795136
2006,10936,214742.0472588206
2006,8640,201613.8684414213
2006,13162,363335.41462335945
2005,8125,195379.79945196235
2005,7733,146561.6833033127
2005,11024,198475.66231008942
2005,13072,145260.16819481357
2005,7800,200456.1557148061
2005,7632,189459.41423376653
1997,8304,184826.19846564226
1992,9370,210413.27579205157
1990,7175,164667.34824880128
1991,7175,144474.1048739871
1994,9019,158303.74552229725
1962,9100,123877.56016759823
1977,8927,153103.43446367513
1962,9240,138066.04335661329
1965,9308,110193.50052336667
1968,8450,104653.95415190479
1963,8638,132521.72331146427
1965,13052,119312.88944005435
1964,8020,104711.12649300814
1967,8789,130618.86461043324
1974,14330,284385.2732918778
1992,11025,389665.9884571074
2004,3628,168211.7251876833
2005,2544,151011.45594996394
2000,2998,164502.145647329
2003,4447,147992.08752991146
1997,8314,202046.2511258091
2001,7180,224560.99867731164
1972,13110,136070.31963690594
1967,10140,193537.7026112808
1968,9600,135913.03851745027
1968,8640,176455.9079525401
1968,9360,159478.2727349599
1968,8400,138760.6571598011
1966,9759,125645.81661957294
1967,9600,135330.35365271085
1965,8800,183657.25514024287
1964,10368,177777.1228952604
1964,9350,140801.96104334437
1960,10800,143270.26329224987
1934,8550,129721.22246383497
1947,9724,138300.07315423738
1961,9600,159112.38451581722
1952,10858,150485.7618494985
1951,9600,134381.0737873034
1949,9462,133116.60117901443
1954,9888,107267.94504346876
1967,8917,124128.65243957823
1964,12700,151511.287053705
1963,9723,141227.52257655398
1957,8400,152778.7707603936
1958,9610,172884.94293152535
1956,10000,159838.03277572268
1956,10152,163233.7387536627
1954,8092,152083.17640404066
1952,12778,122824.14007602146
1951,10170,171207.5542832492
1956,7700,121508.21409497102
1956,11050,134652.06409428202
1955,13600,112516.6403769077
1951,15428,130624.96547125504
1941,21299,218045.66238979416
1956,13300,141672.853726707
1925,22136,219271.46067256914
1947,7500,138338.23424598726
1930,10410,77301.06629651945
1929,10914,72318.04009797826
1900,7008,73043.73343999508
1915,7200,156874.3367199737
1910,10818,128924.17989300877
1963,10184,139369.98342979976
1962,9510,131342.3712556981
1961,10800,188298.345834822
1959,11650,171800.7756584783
1962,18275,277467.17598473805
1950,12144,116324.52912902093
1950,8544,73492.95859832203
1960,8512,116127.35250005324
1961,7000,139296.0178937366
1962,7400,158325.6705406605
1962,7000,106377.17532992919
1962,7000,102153.7003617389
1900,9856,180922.25140425618
1948,9600,149250.02375126732
1920,5520,117242.04013809196
1900,9600,145283.3053253402
1900,6451,155284.12834075448
1930,3960,125557.38097607438
1900,7745,123705.57109411003
1924,7741,102180.97613017165
1925,5633,88421.32248507359
1950,7200,93861.33128649012
1905,7614,90214.69359284999
1955,6000,125961.48659075846
1924,6000,138648.1713803449
1921,7830,51552.48248406754
1945,9576,128612.92706078297
1920,5747,59767.742472594575
1910,6300,181869.39181970982
1920,5976,84627.1206849749
1958,9750,117215.73361728336
1918,4761,53629.09781174135
1924,11737,157564.64153456996
1930,6120,97746.7794438522
1930,6120,128977.63658180046
1925,11672,87569.25930793684
1962,33120,222454.28271480594
1924,10320,122908.90543616384
1910,7518,117888.8735099981
1919,9000,70209.55916796777
1930,7200,114719.0544876237
1951,12375,131809.63861069683
1964,11136,172674.06932555247
1950,21370,145469.20174119002
1935,8250,108476.54452814293
1936,5220,79008.40375278669
2004,5500,172396.3061532039
1967,11327,155062.9965215937
1964,10366,122070.77539200535
1966,9000,132740.7916151997
1967,9535,167244.7162477497
1978,7176,179516.38959727436
1977,9662,155719.32392084133
1977,8235,148100.83269528206
1924,17529,100774.43537815398
1967,20355,207306.13172522426
1963,13050,150491.97784561242
1971,10820,125232.12793651503
1980,1700,194296.73920548608
1954,9375,135074.90214320295
1942,6488,115485.85190455965
1928,19950,196105.0653297213
1935,19800,299889.4888394866
1962,11679,167926.18929401698
1952,12048,167047.50691048754
1955,10519,138541.41079270415
1953,9525,139619.34467630263
1989,12128,248729.58016268077
1993,9069,211827.87206116715
2005,11003,215445.78912629333
2005,7488,191841.15339263278
2006,13377,230436.5159049904
2005,11645,308624.6323401384
2005,10984,232232.43482087104
2005,9316,228871.58990598386
2005,9316,204972.30622226503
1968,12000,168519.2110061832
1996,13015,145444.04376162292
1995,12438,176412.8929850444
1998,8685,198201.50902029377
1999,9272,203622.61206879537
1999,13426,227190.29612773322
1977,8340,149224.92881688906
1978,10385,166128.6903708256
1972,7200,127412.10189117347
2002,9930,203140.37698962248
1999,9468,198613.8094324529
2002,11088,209520.00791596936
2002,8726,209599.4269896036
1999,10566,270159.55074458814
1996,21533,226152.66804609454
1998,11250,228140.21017150022
1995,11250,239180.1848748221
2003,4435,146455.10306809543
2003,8810,206148.9209823793
2006,8581,204629.18399285432
2005,8400,198871.7727012717
2005,8772,209907.700995789
1910,8777,90161.42384294186
1975,7840,121386.92908567101
1969,16133,140291.3661685399
2003,7162,198816.13839979534
2002,8050,138166.92260391277
2003,11060,257681.83446047682
2005,3675,147411.58608804535
2004,2522,156008.56659094768
1948,6956,95022.78350171413
1915,7822,92151.91077664077
1924,8707,102833.34741433746
1954,16012,119770.78615524151
1922,8248,83768.1836496812
1922,8088,10444.18916195404
1910,11388,83762.38893951503
1938,10890,145966.4063521328
1945,6430,122772.69517717695
1926,7000,177930.57896462356
1920,4899,143749.3259958638
1919,9399,170172.35420882664
1939,10164,124543.3009037778
1941,6191,103605.97111812647
1920,21780,130841.42545937274
1940,12400,175683.40224472177
1929,8170,187921.91485974792
1932,12320,209445.0167032276
1930,14210,186067.09082628734
1950,15600,232208.7865304907
1942,7288,119828.65583792262
1926,7000,143964.30084996475
1925,8534,41536.01673705464
1925,7030,76627.65317725232
1957,9060,147160.4955797793
1945,12366,47642.884068364394
1951,9000,93761.37291450401
1916,8520,29251.38643979444
2005,5748,342304.81777563854
2004,3842,299951.5513641774
1979,23580,213198.72540462652
1978,8385,154085.6701207337
2001,9116,236758.5012174942
1975,11080,154162.25705304128
1958,50102,212220.7529604502
2000,8098,198311.4442917699
2005,13618,302090.5410092753
2005,11577,339382.28310328326
1951,31250,81602.98162652005
1997,7020,209839.8632046198
1977,2665,121650.13211421181
1968,10172,123104.75684837645
1970,11836,140231.72419302413
1970,1470,64049.62405195263
1972,1484,73088.59235216911
1969,13384,153319.82974808896
1970,1533,78644.90946961785
1970,1526,64288.21390487523
1970,1936,78625.03124577261
1970,1894,84518.59953776073
1960,20000,176594.56420260214
1992,10441,107356.87300521304
1993,9627,220732.37914300576
